locus_tag	ftype	length_bp	gene	EC_number	COG	product
DEGBENGL_01665	CDS	225				hypothetical protein
DEGBENGL_01666	CDS	429				hypothetical protein
DEGBENGL_01667	CDS	150				hypothetical protein
DEGBENGL_01668	CDS	1269	vat_1		COG0464	VCP-like ATPase
DEGBENGL_01669	CDS	243				hypothetical protein
DEGBENGL_01670	CDS	1356	vat_2		COG0464	VCP-like ATPase
DEGBENGL_01671	CDS	372				hypothetical protein
DEGBENGL_01672	CDS	486				hypothetical protein
DEGBENGL_01673	CDS	462				hypothetical protein
DEGBENGL_01674	CDS	585				hypothetical protein
DEGBENGL_01675	CDS	1305				hypothetical protein
DEGBENGL_01676	CDS	1008				hypothetical protein
DEGBENGL_01677	CDS	1152	xerC_2			Tyrosine recombinase XerC
DEGBENGL_01678	CDS	792				hypothetical protein
DEGBENGL_01679	CDS	570				hypothetical protein
DEGBENGL_01680	CDS	597				hypothetical protein
DEGBENGL_01681	CDS	465				hypothetical protein
DEGBENGL_01682	CDS	879				hypothetical protein
DEGBENGL_01683	CDS	882				hypothetical protein
DEGBENGL_01684	CDS	270				hypothetical protein
DEGBENGL_01685	CDS	1692				hypothetical protein
DEGBENGL_01686	CDS	432				hypothetical protein
DEGBENGL_01687	CDS	222				hypothetical protein
DEGBENGL_01688	CDS	948	garR_1	1.1.1.60		2-hydroxy-3-oxopropionate reductase
DEGBENGL_01689	CDS	978	xerC_3			Tyrosine recombinase XerC
DEGBENGL_01690	CDS	1125				hypothetical protein
DEGBENGL_01691	CDS	183				hypothetical protein
DEGBENGL_01692	CDS	219				hypothetical protein
DEGBENGL_01693	CDS	459				hypothetical protein
DEGBENGL_01694	CDS	378				hypothetical protein
DEGBENGL_01695	CDS	153				hypothetical protein
DEGBENGL_01696	CDS	699				hypothetical protein
DEGBENGL_01697	CDS	447	uvrB_1			UvrABC system protein B
DEGBENGL_01698	CDS	2604	uvrA_1			UvrABC system protein A
DEGBENGL_01699	CDS	579				hypothetical protein
DEGBENGL_01700	CDS	168				hypothetical protein
DEGBENGL_01701	CDS	273				hypothetical protein
DEGBENGL_01702	CDS	381				hypothetical protein
DEGBENGL_01703	CDS	351				hypothetical protein
DEGBENGL_01704	CDS	195				hypothetical protein
DEGBENGL_01705	CDS	714	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
DEGBENGL_01706	CDS	1464				hypothetical protein
DEGBENGL_01707	CDS	810				hypothetical protein
DEGBENGL_01708	CDS	348				hypothetical protein
DEGBENGL_01709	CDS	330				hypothetical protein
DEGBENGL_01710	CDS	168				hypothetical protein
DEGBENGL_01711	CDS	246				hypothetical protein
DEGBENGL_01712	CDS	1050	pelA	3.1.-.-	COG1537	Protein pelota 
DEGBENGL_01713	CDS	1500				hypothetical protein
DEGBENGL_01714	CDS	1146				hypothetical protein
DEGBENGL_01715	CDS	687				hypothetical protein
DEGBENGL_01716	CDS	759				hypothetical protein
DEGBENGL_01717	CDS	765	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DEGBENGL_01718	CDS	753				hypothetical protein
DEGBENGL_01719	CDS	333				hypothetical protein
DEGBENGL_01720	CDS	168				hypothetical protein
DEGBENGL_01721	CDS	264				hypothetical protein
DEGBENGL_01722	CDS	1926	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
DEGBENGL_01723	CDS	1359	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
DEGBENGL_01724	CDS	564				hypothetical protein
DEGBENGL_01725	CDS	1224			COG1915	putative protein
DEGBENGL_01726	CDS	771				hypothetical protein
DEGBENGL_01727	CDS	186				hypothetical protein
DEGBENGL_01728	CDS	366				hypothetical protein
DEGBENGL_01729	CDS	879				hypothetical protein
DEGBENGL_01730	CDS	555				hypothetical protein
DEGBENGL_01731	CDS	1188				hypothetical protein
DEGBENGL_01732	CDS	639				hypothetical protein
DEGBENGL_01733	CDS	837				hypothetical protein
DEGBENGL_01734	CDS	417				hypothetical protein
DEGBENGL_01735	CDS	420				hypothetical protein
DEGBENGL_01736	CDS	120				hypothetical protein
DEGBENGL_01737	CDS	396				hypothetical protein
DEGBENGL_01738	CDS	201				hypothetical protein
DEGBENGL_01739	CDS	237				hypothetical protein
DEGBENGL_01740	CDS	282				hypothetical protein
DEGBENGL_01741	CDS	207				hypothetical protein
DEGBENGL_01742	CDS	144				hypothetical protein
DEGBENGL_01743	CDS	354				hypothetical protein
DEGBENGL_01744	CDS	1950				hypothetical protein
DEGBENGL_01745	CDS	243				hypothetical protein
DEGBENGL_01746	CDS	1068				hypothetical protein
DEGBENGL_01747	CDS	1014				hypothetical protein
DEGBENGL_01748	CDS	969	rnhB_1			Ribonuclease HII
DEGBENGL_01749	CDS	369				hypothetical protein
DEGBENGL_01750	CDS	1755	GFM1_1			Elongation factor G, mitochondrial
DEGBENGL_01751	CDS	540				hypothetical protein
DEGBENGL_01752	CDS	1020	thrB_1	2.7.1.39		Homoserine kinase
DEGBENGL_01753	CDS	249				hypothetical protein
DEGBENGL_01754	CDS	501				hypothetical protein
DEGBENGL_01755	CDS	1656				hypothetical protein
DEGBENGL_01756	CDS	201				hypothetical protein
DEGBENGL_01757	CDS	126				hypothetical protein
DEGBENGL_01758	CDS	816				hypothetical protein
DEGBENGL_01759	CDS	459		1.11.1.15	COG0450	Peroxiredoxin
DEGBENGL_01760	CDS	405				hypothetical protein
DEGBENGL_01761	CDS	828	lhgD_1	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
DEGBENGL_01762	CDS	1032		3.4.21.-	COG1404	Tk-subtilisin
DEGBENGL_01763	CDS	1407				hypothetical protein
DEGBENGL_01764	tRNA	76				tRNA-Trp(cca)
DEGBENGL_01765	CDS	585				hypothetical protein
DEGBENGL_01766	CDS	924	iscS2_1	2.8.1.7	COG1104	Cysteine desulfurase IscS 2
DEGBENGL_01767	CDS	378				hypothetical protein
DEGBENGL_01768	CDS	1188				hypothetical protein
DEGBENGL_01769	CDS	285				hypothetical protein
DEGBENGL_01770	CDS	1239	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
DEGBENGL_01771	CDS	288				hypothetical protein
DEGBENGL_01772	CDS	1137				hypothetical protein
DEGBENGL_01773	CDS	1194				hypothetical protein
DEGBENGL_01774	CDS	543				hypothetical protein
DEGBENGL_01775	CDS	306				hypothetical protein
DEGBENGL_01776	CDS	420				hypothetical protein
DEGBENGL_01777	CDS	1137				hypothetical protein
DEGBENGL_01778	CDS	144				hypothetical protein
DEGBENGL_01779	CDS	444				hypothetical protein
DEGBENGL_01780	CDS	240				hypothetical protein
DEGBENGL_01781	CDS	168				hypothetical protein
DEGBENGL_01782	CDS	570				hypothetical protein
DEGBENGL_01783	CDS	1368				hypothetical protein
DEGBENGL_01784	CDS	1167				hypothetical protein
DEGBENGL_01785	CDS	1845				hypothetical protein
DEGBENGL_01786	CDS	708				hypothetical protein
DEGBENGL_01787	CDS	324				hypothetical protein
DEGBENGL_01788	CDS	708				hypothetical protein
DEGBENGL_01789	CDS	327				hypothetical protein
DEGBENGL_01790	CDS	324				hypothetical protein
DEGBENGL_01791	CDS	798				hypothetical protein
DEGBENGL_01792	CDS	1224	gcvPB	1.4.4.2		glycine dehydrogenase (decarboxylating) subunit 2
DEGBENGL_01793	CDS	138				hypothetical protein
DEGBENGL_01794	CDS	894				hypothetical protein
DEGBENGL_01795	CDS	804				hypothetical protein
DEGBENGL_01796	CDS	465	bgaS	3.2.1.23	COG2723	Beta-galactosidase
DEGBENGL_01797	CDS	621				hypothetical protein
DEGBENGL_01798	CDS	330				hypothetical protein
DEGBENGL_01799	CDS	972				hypothetical protein
DEGBENGL_01800	CDS	282				hypothetical protein
DEGBENGL_01801	CDS	384	trpS_3	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DEGBENGL_01802	CDS	846				hypothetical protein
DEGBENGL_01803	CDS	990				hypothetical protein
DEGBENGL_01804	CDS	885	pdxS_1	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
DEGBENGL_01805	CDS	339				hypothetical protein
DEGBENGL_01806	CDS	159				hypothetical protein
DEGBENGL_01807	CDS	1005	gpsA_1	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DEGBENGL_01808	CDS	867				hypothetical protein
DEGBENGL_01809	CDS	2175	MCM_1	3.6.4.12	COG1241	Minichromosome maintenance protein MCM
DEGBENGL_01810	rRNA	111				5S ribosomal RNA
DEGBENGL_01811	rRNA	3086				23S ribosomal RNA
DEGBENGL_01812	CDS	381				hypothetical protein
DEGBENGL_01813	CDS	717				hypothetical protein
DEGBENGL_01814	CDS	426				hypothetical protein
DEGBENGL_01815	CDS	462			COG0517	putative protein
DEGBENGL_01816	CDS	222				hypothetical protein
DEGBENGL_01817	CDS	384				hypothetical protein
DEGBENGL_01818	CDS	426				hypothetical protein
DEGBENGL_01819	CDS	1074	petE_3			Plastocyanin
DEGBENGL_01820	CDS	312	zapA			Cell division protein ZapA
DEGBENGL_01821	CDS	297				hypothetical protein
DEGBENGL_01822	CDS	1452				hypothetical protein
DEGBENGL_01823	CDS	369				hypothetical protein
DEGBENGL_01824	CDS	447				hypothetical protein
DEGBENGL_01825	CDS	381				hypothetical protein
DEGBENGL_01826	CDS	672				hypothetical protein
DEGBENGL_01827	CDS	135				hypothetical protein
DEGBENGL_01828	CDS	240				hypothetical protein
DEGBENGL_01829	CDS	381				hypothetical protein
DEGBENGL_01830	CDS	213				hypothetical protein
DEGBENGL_01831	CDS	729				hypothetical protein
DEGBENGL_01832	CDS	774				hypothetical protein
DEGBENGL_01833	CDS	195				hypothetical protein
DEGBENGL_01834	CDS	342	katG	1.11.1.21	COG0376	Catalase-peroxidase
DEGBENGL_01835	CDS	375				hypothetical protein
DEGBENGL_01836	CDS	1332	atpA_2	7.1.2.2	COG1155	V-type ATP synthase alpha chain
DEGBENGL_01837	CDS	507				hypothetical protein
DEGBENGL_01838	CDS	465				hypothetical protein
DEGBENGL_01839	CDS	1005				hypothetical protein
DEGBENGL_01840	CDS	339				hypothetical protein
DEGBENGL_01841	CDS	1506				hypothetical protein
DEGBENGL_01842	CDS	1698				hypothetical protein
DEGBENGL_01843	CDS	1125	comDE	4.1.1.79	COG0028	Sulfopyruvate decarboxylase
DEGBENGL_01844	CDS	471			COG1841	50S ribosomal protein L30
DEGBENGL_01845	CDS	771	rps5_1		COG0098	30S ribosomal protein S5
DEGBENGL_01846	CDS	510			COG0256	50S ribosomal protein L18
DEGBENGL_01847	CDS	177				hypothetical protein
DEGBENGL_01848	CDS	318				hypothetical protein
DEGBENGL_01849	CDS	453			COG2238	30S ribosomal protein S19e
DEGBENGL_01850	CDS	282			COG2118	DNA-binding protein
DEGBENGL_01851	CDS	375				hypothetical protein
DEGBENGL_01852	CDS	507				hypothetical protein
DEGBENGL_01853	CDS	825	filI_1	2.7.13.3	COG3322	Methanogenesis regulatory histidine kinase FilI
DEGBENGL_01854	CDS	705				hypothetical protein
DEGBENGL_01855	tRNA	72				tRNA-Gly(ccc)
DEGBENGL_01856	CDS	480	resA_1			Thiol-disulfide oxidoreductase ResA
DEGBENGL_01857	CDS	540				hypothetical protein
DEGBENGL_01858	CDS	462				hypothetical protein
DEGBENGL_01859	CDS	681				hypothetical protein
DEGBENGL_01860	CDS	660				hypothetical protein
DEGBENGL_01861	CDS	507				hypothetical protein
DEGBENGL_01862	CDS	528				hypothetical protein
DEGBENGL_01863	CDS	1410	fadB_1	5.3.3.8		Fatty acid oxidation complex subunit alpha
DEGBENGL_01864	CDS	387				hypothetical protein
DEGBENGL_01865	CDS	609				hypothetical protein
DEGBENGL_01866	CDS	357				hypothetical protein
DEGBENGL_01867	CDS	1347				hypothetical protein
DEGBENGL_01868	CDS	465				hypothetical protein
DEGBENGL_01869	CDS	1116				hypothetical protein
DEGBENGL_01870	CDS	198				hypothetical protein
DEGBENGL_01871	CDS	1515				hypothetical protein
DEGBENGL_01872	CDS	576				hypothetical protein
DEGBENGL_01873	CDS	882	htpX_1	3.4.24.-		Protease HtpX
DEGBENGL_01874	CDS	231				hypothetical protein
DEGBENGL_01875	CDS	381				hypothetical protein
DEGBENGL_01876	CDS	1044	nagZ_1	3.2.1.52		Beta-hexosaminidase
DEGBENGL_01877	CDS	843				hypothetical protein
DEGBENGL_01878	CDS	1104				hypothetical protein
DEGBENGL_01879	CDS	873	proA_1	1.2.1.41		Gamma-glutamyl phosphate reductase
DEGBENGL_01880	CDS	540				hypothetical protein
DEGBENGL_01881	CDS	573				hypothetical protein
DEGBENGL_01882	CDS	558				hypothetical protein
DEGBENGL_01883	CDS	1290	hisD_1	1.1.1.23		Histidinol dehydrogenase
DEGBENGL_01884	CDS	1071	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
DEGBENGL_01885	CDS	924	gph_1	3.1.3.18		Phosphoglycolate phosphatase
DEGBENGL_01886	CDS	588	hisB_1	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
DEGBENGL_01887	CDS	330				hypothetical protein
DEGBENGL_01888	CDS	675	rpiA_2	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
DEGBENGL_01889	CDS	198				hypothetical protein
DEGBENGL_01890	CDS	1071				hypothetical protein
DEGBENGL_01891	CDS	597				hypothetical protein
DEGBENGL_01892	CDS	588				hypothetical protein
DEGBENGL_01893	CDS	1116	dnaA_3			Chromosomal replication initiator protein DnaA
DEGBENGL_01894	CDS	462		1.11.1.15	COG0450	Peroxiredoxin
DEGBENGL_01895	CDS	969				hypothetical protein
DEGBENGL_01896	CDS	1656				hypothetical protein
DEGBENGL_01897	CDS	1476				hypothetical protein
DEGBENGL_01898	CDS	1071	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
DEGBENGL_01899	CDS	924				hypothetical protein
DEGBENGL_01900	CDS	1341				hypothetical protein
DEGBENGL_01901	CDS	1074	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
DEGBENGL_01902	CDS	552	ala_1	1.4.1.1	COG2423	Alanine dehydrogenase
DEGBENGL_01903	CDS	243				hypothetical protein
DEGBENGL_01904	CDS	1053				hypothetical protein
DEGBENGL_01905	CDS	984				hypothetical protein
DEGBENGL_01906	CDS	150				hypothetical protein
DEGBENGL_01907	CDS	300				hypothetical protein
DEGBENGL_01908	CDS	90				hypothetical protein
DEGBENGL_01909	tRNA	77				tRNA-Arg(cct)
DEGBENGL_01910	CDS	291				hypothetical protein
DEGBENGL_01911	CDS	606	caiA_5	1.3.8.13		Crotonobetainyl-CoA reductase
DEGBENGL_01912	CDS	885				hypothetical protein
DEGBENGL_01913	CDS	1134	lldD	1.1.-.-		L-lactate dehydrogenase
DEGBENGL_01914	CDS	1095	ghrB_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
DEGBENGL_01915	CDS	888				hypothetical protein
DEGBENGL_01916	CDS	288				hypothetical protein
DEGBENGL_01917	CDS	213				hypothetical protein
DEGBENGL_01918	CDS	1167	dap_2	3.4.11.19		D-aminopeptidase
DEGBENGL_01919	CDS	264				hypothetical protein
DEGBENGL_01920	CDS	1023	fen_2	3.1.-.-	COG0258	Flap endonuclease 1
DEGBENGL_01921	CDS	267				hypothetical protein
DEGBENGL_01922	CDS	1191				hypothetical protein
DEGBENGL_01923	CDS	138				hypothetical protein
DEGBENGL_01924	CDS	1674				hypothetical protein
DEGBENGL_01925	CDS	1398				hypothetical protein
DEGBENGL_01926	CDS	546	allB_1	3.5.2.5		Allantoinase
DEGBENGL_01927	CDS	357	mnmE_4	3.6.-.-		tRNA modification GTPase MnmE
DEGBENGL_01928	CDS	186				hypothetical protein
DEGBENGL_01929	CDS	984				hypothetical protein
DEGBENGL_01930	CDS	306				hypothetical protein
DEGBENGL_01931	CDS	1599				hypothetical protein
DEGBENGL_01932	CDS	336				hypothetical protein
DEGBENGL_01933	CDS	156				hypothetical protein
DEGBENGL_01934	CDS	303				hypothetical protein
DEGBENGL_01935	CDS	474				hypothetical protein
DEGBENGL_01936	CDS	171				hypothetical protein
DEGBENGL_01937	CDS	432				hypothetical protein
DEGBENGL_01938	CDS	591				hypothetical protein
DEGBENGL_01939	CDS	396				hypothetical protein
DEGBENGL_01940	CDS	282				hypothetical protein
DEGBENGL_01941	CDS	1590				hypothetical protein
DEGBENGL_01942	CDS	423				hypothetical protein
DEGBENGL_01943	CDS	624				hypothetical protein
DEGBENGL_01944	CDS	2418				hypothetical protein
DEGBENGL_01945	CDS	1098				hypothetical protein
DEGBENGL_01946	CDS	321	recF_2			DNA replication and repair protein RecF
DEGBENGL_01947	CDS	651				hypothetical protein
DEGBENGL_01948	CDS	525	scpB_2			Segregation and condensation protein B
DEGBENGL_01949	CDS	702	scpA_2			Segregation and condensation protein A
DEGBENGL_01950	CDS	441				hypothetical protein
DEGBENGL_01951	CDS	879	xerA_2		COG0582	Tyrosine recombinase XerA
DEGBENGL_01952	CDS	1626	pyrG_1	6.3.4.2	COG0504	CTP synthase
DEGBENGL_01953	CDS	930				hypothetical protein
DEGBENGL_01954	CDS	789				hypothetical protein
DEGBENGL_01955	CDS	432				hypothetical protein
DEGBENGL_01956	CDS	357				hypothetical protein
DEGBENGL_01957	CDS	213				hypothetical protein
DEGBENGL_01958	CDS	183				hypothetical protein
DEGBENGL_01959	CDS	2691	btuB_1			Vitamin B12 transporter BtuB
DEGBENGL_01960	CDS	501				hypothetical protein
DEGBENGL_01961	CDS	978				hypothetical protein
DEGBENGL_01962	CDS	555	scpB_3			Segregation and condensation protein B
DEGBENGL_01963	CDS	477	scpA_3			Segregation and condensation protein A
DEGBENGL_01964	CDS	246				hypothetical protein
DEGBENGL_01965	CDS	168				hypothetical protein
DEGBENGL_01966	CDS	732				hypothetical protein
DEGBENGL_01967	CDS	309				hypothetical protein
DEGBENGL_01968	CDS	204				hypothetical protein
DEGBENGL_01969	CDS	1128				hypothetical protein
DEGBENGL_01970	CDS	525	tssA_3	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
DEGBENGL_01971	CDS	312				hypothetical protein
DEGBENGL_01972	CDS	651				hypothetical protein
DEGBENGL_01973	CDS	723				hypothetical protein
DEGBENGL_01974	CDS	141				hypothetical protein
DEGBENGL_01975	CDS	537				hypothetical protein
DEGBENGL_01976	CDS	465				hypothetical protein
DEGBENGL_01977	CDS	231				hypothetical protein
DEGBENGL_01978	CDS	1179				hypothetical protein
DEGBENGL_01979	CDS	897				hypothetical protein
DEGBENGL_01980	CDS	585				hypothetical protein
DEGBENGL_01981	CDS	1089				hypothetical protein
DEGBENGL_01982	CDS	270				hypothetical protein
DEGBENGL_01983	CDS	360				hypothetical protein
DEGBENGL_01984	CDS	612	mqnA_1	4.2.1.151		Chorismate dehydratase
DEGBENGL_01985	CDS	480				hypothetical protein
DEGBENGL_01986	CDS	867	mqnD_1	4.1.-.-		1,4-dihydroxy-6-naphtoate synthase
DEGBENGL_01987	CDS	195				hypothetical protein
DEGBENGL_01988	CDS	1500	yidC_4			Membrane protein insertase YidC
DEGBENGL_01989	CDS	210	yidD_1			Putative membrane protein insertion efficiency factor
DEGBENGL_01990	CDS	243	rnpA_1	3.1.26.5		Ribonuclease P protein component
DEGBENGL_01991	tRNA	74				tRNA-Pro(ggg)
DEGBENGL_01992	CDS	762				hypothetical protein
DEGBENGL_01993	CDS	984	cca_1	2.7.7.72		CCA-adding enzyme
DEGBENGL_01994	CDS	1077	rho_1	3.6.4.-		Transcription termination factor Rho
DEGBENGL_01995	CDS	1155	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DEGBENGL_01996	CDS	753	rhaD_3	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
DEGBENGL_01997	CDS	594				hypothetical protein
DEGBENGL_01998	CDS	1011				hypothetical protein
DEGBENGL_01999	CDS	816				hypothetical protein
DEGBENGL_02000	CDS	462				hypothetical protein
DEGBENGL_02001	CDS	1215				hypothetical protein
DEGBENGL_02002	CDS	423				hypothetical protein
DEGBENGL_02003	CDS	294				hypothetical protein
DEGBENGL_02004	CDS	291				hypothetical protein
DEGBENGL_02005	CDS	300				hypothetical protein
DEGBENGL_02006	CDS	900				hypothetical protein
DEGBENGL_02007	CDS	393				hypothetical protein
DEGBENGL_02008	CDS	1071				hypothetical protein
DEGBENGL_02009	CDS	324				hypothetical protein
DEGBENGL_02010	CDS	837	pal_1			Peptidoglycan-associated lipoprotein
DEGBENGL_02011	CDS	546				hypothetical protein
DEGBENGL_02012	CDS	318				hypothetical protein
DEGBENGL_02013	CDS	231				hypothetical protein
DEGBENGL_02014	CDS	690				hypothetical protein
DEGBENGL_02015	CDS	396				hypothetical protein
DEGBENGL_02016	CDS	1752				hypothetical protein
DEGBENGL_02017	CDS	1404				hypothetical protein
DEGBENGL_02018	CDS	411				hypothetical protein
DEGBENGL_02019	CDS	216				hypothetical protein
DEGBENGL_02020	CDS	153				hypothetical protein
DEGBENGL_02021	CDS	432	lon_2	3.4.21.53		Lon protease
DEGBENGL_02022	CDS	300				hypothetical protein
DEGBENGL_02023	CDS	207				hypothetical protein
	CRISPR	323				
DEGBENGL_02024	CDS	102				hypothetical protein
DEGBENGL_02025	CDS	885				hypothetical protein
DEGBENGL_02026	CDS	303				hypothetical protein
DEGBENGL_02027	CDS	300				hypothetical protein
DEGBENGL_02028	CDS	975				hypothetical protein
DEGBENGL_02029	CDS	171				hypothetical protein
DEGBENGL_02030	CDS	543				hypothetical protein
DEGBENGL_02031	CDS	267				hypothetical protein
DEGBENGL_02032	CDS	93				hypothetical protein
DEGBENGL_02033	CDS	1116	hflX_2		COG2262	GTPase HflX
DEGBENGL_02034	CDS	2868				hypothetical protein
DEGBENGL_02035	CDS	525				hypothetical protein
DEGBENGL_02036	CDS	282				hypothetical protein
DEGBENGL_02037	CDS	282				hypothetical protein
DEGBENGL_02038	CDS	267				hypothetical protein
DEGBENGL_02039	CDS	1326	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
DEGBENGL_02040	CDS	942	gcvT_1	2.1.2.10	COG0404	putative aminomethyltransferase
DEGBENGL_02041	CDS	231				hypothetical protein
DEGBENGL_02042	CDS	462				hypothetical protein
DEGBENGL_02043	CDS	1281				hypothetical protein
DEGBENGL_02044	CDS	399			COG1310	putative metalloprotease
DEGBENGL_02045	CDS	1092	OLA1_1			Obg-like ATPase 1
DEGBENGL_02046	CDS	201				hypothetical protein
DEGBENGL_02047	CDS	516				hypothetical protein
DEGBENGL_02048	CDS	663				hypothetical protein
DEGBENGL_02049	CDS	1047				hypothetical protein
DEGBENGL_02050	CDS	729	rhaD_4	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
DEGBENGL_02051	CDS	240	acpP_1			Acyl carrier protein
DEGBENGL_02052	CDS	147				hypothetical protein
DEGBENGL_02053	CDS	711				hypothetical protein
DEGBENGL_02054	CDS	1032				hypothetical protein
DEGBENGL_02055	CDS	444				hypothetical protein
DEGBENGL_02056	CDS	513				hypothetical protein
DEGBENGL_02057	CDS	435	fusA_2		COG0480	Elongation factor 2
DEGBENGL_02058	CDS	1026	tpl	4.1.99.2		Tyrosine phenol-lyase
DEGBENGL_02059	CDS	483				hypothetical protein
DEGBENGL_02060	CDS	552				hypothetical protein
DEGBENGL_02061	CDS	318				hypothetical protein
DEGBENGL_02062	CDS	420				hypothetical protein
DEGBENGL_02063	CDS	183				hypothetical protein
DEGBENGL_02064	CDS	570				hypothetical protein
DEGBENGL_02065	CDS	1134				hypothetical protein
DEGBENGL_02066	CDS	753				hypothetical protein
DEGBENGL_02067	CDS	582				hypothetical protein
DEGBENGL_02068	CDS	426				hypothetical protein
DEGBENGL_02069	CDS	765				hypothetical protein
DEGBENGL_02070	CDS	153				hypothetical protein
DEGBENGL_02071	CDS	459				hypothetical protein
DEGBENGL_02072	CDS	903	rlmN_1	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
DEGBENGL_02073	CDS	1410				hypothetical protein
DEGBENGL_02074	CDS	288				hypothetical protein
DEGBENGL_02075	tRNA	85				tRNA-Leu(gag)
DEGBENGL_02076	CDS	468				hypothetical protein
DEGBENGL_02077	CDS	735	thrB_2	2.7.1.39		Homoserine kinase
DEGBENGL_02078	CDS	933				hypothetical protein
DEGBENGL_02079	CDS	816				hypothetical protein
DEGBENGL_02080	CDS	183				hypothetical protein
DEGBENGL_02081	CDS	1272				hypothetical protein
DEGBENGL_02082	CDS	168				hypothetical protein
DEGBENGL_02083	CDS	474				hypothetical protein
DEGBENGL_02084	CDS	783				hypothetical protein
DEGBENGL_02085	CDS	1632				hypothetical protein
DEGBENGL_02086	CDS	2163	ddl_2	6.3.2.4		D-alanine--D-alanine ligase
DEGBENGL_02087	CDS	294				hypothetical protein
DEGBENGL_02088	CDS	174				hypothetical protein
DEGBENGL_02089	CDS	732				hypothetical protein
DEGBENGL_02090	CDS	657				hypothetical protein
DEGBENGL_02091	CDS	687				hypothetical protein
DEGBENGL_02092	CDS	603				hypothetical protein
DEGBENGL_02093	CDS	750				hypothetical protein
DEGBENGL_02094	CDS	876				hypothetical protein
DEGBENGL_02095	CDS	180				hypothetical protein
DEGBENGL_02096	CDS	228				hypothetical protein
DEGBENGL_02097	CDS	183				hypothetical protein
DEGBENGL_02098	CDS	1164	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
DEGBENGL_02099	CDS	315				hypothetical protein
DEGBENGL_02100	CDS	1071		3.2.2.-	COG1397	putative protein
DEGBENGL_02101	CDS	1683				hypothetical protein
DEGBENGL_02102	CDS	618				hypothetical protein
DEGBENGL_02103	CDS	1080		2.1.2.5	COG3643	Glutamate formimidoyltransferase
DEGBENGL_02104	CDS	1215	pan_1		COG1222	Proteasome-activating nucleotidase
DEGBENGL_02105	CDS	489				hypothetical protein
DEGBENGL_02106	CDS	570			COG2042	putative ribosome biogenesis protein
DEGBENGL_02107	CDS	1131	metG_2	6.1.1.10	COG0073	Methionine--tRNA ligase
DEGBENGL_02108	CDS	198	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DEGBENGL_02109	CDS	822		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
DEGBENGL_02110	CDS	375	rlmM	2.1.1.186		Ribosomal RNA large subunit methyltransferase M
DEGBENGL_02111	CDS	675				hypothetical protein
DEGBENGL_02112	CDS	291	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DEGBENGL_02113	CDS	381				hypothetical protein
DEGBENGL_02114	CDS	1122				hypothetical protein
DEGBENGL_02115	CDS	306				hypothetical protein
DEGBENGL_02116	CDS	540				hypothetical protein
DEGBENGL_02117	CDS	318				hypothetical protein
DEGBENGL_02118	CDS	369			COG0093	50S ribosomal protein L14
DEGBENGL_02119	CDS	177				hypothetical protein
DEGBENGL_02120	CDS	1977	hppA1_2	7.2.3.-	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
DEGBENGL_02121	tRNA	77				tRNA-Lys(ctt)
DEGBENGL_02122	tRNA	77				tRNA-Arg(tcg)
DEGBENGL_02123	CDS	714				hypothetical protein
DEGBENGL_02124	CDS	183				hypothetical protein
DEGBENGL_02125	CDS	1149	nusA_2			Transcription termination/antitermination protein NusA
DEGBENGL_02126	CDS	345				hypothetical protein
DEGBENGL_02127	CDS	1314	xylB_1	2.7.1.17		Xylulose kinase
DEGBENGL_02128	CDS	1368				hypothetical protein
DEGBENGL_02129	CDS	222				hypothetical protein
DEGBENGL_02130	CDS	264				hypothetical protein
DEGBENGL_02131	CDS	195				hypothetical protein
DEGBENGL_02132	CDS	225				hypothetical protein
DEGBENGL_02133	CDS	1062		1.14.13.239		Carnitine monooxygenase oxygenase subunit
