locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGLLGMOK_01357	CDS	582	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PGLLGMOK_01358	CDS	1077	fpoH_1	1.12.98.3	COG1005	F(420)H(2) dehydrogenase subunit H
PGLLGMOK_01359	CDS	900	nuoCD_2	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PGLLGMOK_01360	CDS	564	hslV_2	3.4.25.2		ATP-dependent protease subunit HslV
PGLLGMOK_01361	CDS	498				hypothetical protein
PGLLGMOK_01362	CDS	474				hypothetical protein
PGLLGMOK_01363	CDS	753				hypothetical protein
PGLLGMOK_01364	CDS	564				hypothetical protein
PGLLGMOK_01365	CDS	1968	hcf136			Ycf48-like protein
PGLLGMOK_01366	CDS	192				hypothetical protein
PGLLGMOK_01367	CDS	1416	menF_1	5.4.4.2		Isochorismate synthase MenF
PGLLGMOK_01368	CDS	462	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PGLLGMOK_01369	CDS	246				hypothetical protein
PGLLGMOK_01370	CDS	975				hypothetical protein
PGLLGMOK_01371	CDS	411				hypothetical protein
PGLLGMOK_01372	CDS	1656	ths_1			Thermosome subunit
PGLLGMOK_01373	CDS	1056	pccA	6.4.1.3		Propionyl-CoA carboxylase, biotin carboxylase and biotin-carboxyl carrier subunit
PGLLGMOK_01374	CDS	879				hypothetical protein
PGLLGMOK_01375	CDS	363				hypothetical protein
PGLLGMOK_01376	CDS	486				hypothetical protein
PGLLGMOK_01377	CDS	1056	pycA_1	6.4.1.1	COG0439	Pyruvate carboxylase subunit A
PGLLGMOK_01378	CDS	957	RBKS_1	2.7.1.15		Ribokinase
PGLLGMOK_01379	CDS	519				hypothetical protein
PGLLGMOK_01380	CDS	798				hypothetical protein
PGLLGMOK_01381	CDS	537				hypothetical protein
PGLLGMOK_01382	CDS	408				hypothetical protein
PGLLGMOK_01383	CDS	555				hypothetical protein
PGLLGMOK_01384	CDS	1485	katG2_1	1.11.1.21	COG0376	Catalase-peroxidase 2
PGLLGMOK_01385	CDS	846				hypothetical protein
PGLLGMOK_01386	CDS	258				hypothetical protein
PGLLGMOK_01387	CDS	519				hypothetical protein
PGLLGMOK_01388	CDS	213				hypothetical protein
PGLLGMOK_01389	CDS	1347				hypothetical protein
PGLLGMOK_01390	CDS	447				hypothetical protein
PGLLGMOK_01391	CDS	564				hypothetical protein
PGLLGMOK_01392	CDS	324				hypothetical protein
PGLLGMOK_01393	CDS	198				hypothetical protein
PGLLGMOK_01394	CDS	1113	frc_3	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
PGLLGMOK_01395	CDS	1152	fadA_3	2.3.1.16		3-ketoacyl-CoA thiolase
PGLLGMOK_01396	CDS	756				hypothetical protein
PGLLGMOK_01397	CDS	348				hypothetical protein
PGLLGMOK_01398	CDS	429				hypothetical protein
PGLLGMOK_01399	CDS	804	mrdA_1	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
PGLLGMOK_01400	CDS	984	cysO	4.2.1.22	COG0031	Protein CysO
PGLLGMOK_01401	CDS	987				hypothetical protein
PGLLGMOK_01402	CDS	366				hypothetical protein
PGLLGMOK_01403	CDS	390				hypothetical protein
PGLLGMOK_01404	CDS	858				hypothetical protein
PGLLGMOK_01405	CDS	651				hypothetical protein
PGLLGMOK_01406	CDS	861				hypothetical protein
PGLLGMOK_01407	tRNA	74				tRNA-Thr(ggt)
PGLLGMOK_01408	CDS	615	rsmG_2	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
PGLLGMOK_01409	CDS	465				hypothetical protein
PGLLGMOK_01410	CDS	294				hypothetical protein
PGLLGMOK_01411	CDS	387				hypothetical protein
PGLLGMOK_01412	CDS	165				hypothetical protein
PGLLGMOK_01413	CDS	783		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
PGLLGMOK_01414	CDS	804				hypothetical protein
PGLLGMOK_01415	CDS	783				hypothetical protein
PGLLGMOK_01416	CDS	231	acpP_1			Acyl carrier protein
PGLLGMOK_01417	CDS	747	rhaD_4	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_01418	CDS	384				hypothetical protein
PGLLGMOK_01419	CDS	453				hypothetical protein
PGLLGMOK_01420	CDS	675				hypothetical protein
PGLLGMOK_01421	CDS	2841				hypothetical protein
PGLLGMOK_01422	CDS	519				hypothetical protein
PGLLGMOK_01423	CDS	792	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PGLLGMOK_01424	CDS	354	metZ_4	2.5.1.-		O-succinylhomoserine sulfhydrylase
PGLLGMOK_01425	CDS	447				hypothetical protein
PGLLGMOK_01426	CDS	651				hypothetical protein
PGLLGMOK_01427	CDS	537				hypothetical protein
PGLLGMOK_01428	CDS	453				hypothetical protein
PGLLGMOK_01429	CDS	390				hypothetical protein
PGLLGMOK_01430	CDS	402				hypothetical protein
PGLLGMOK_01431	CDS	909	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
PGLLGMOK_01432	CDS	501				hypothetical protein
PGLLGMOK_01433	CDS	210				hypothetical protein
PGLLGMOK_01434	CDS	696	livG_4		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
PGLLGMOK_01435	CDS	219				hypothetical protein
PGLLGMOK_01436	CDS	1551		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
PGLLGMOK_01437	CDS	1581	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
PGLLGMOK_01438	CDS	378				hypothetical protein
PGLLGMOK_01439	CDS	603				hypothetical protein
PGLLGMOK_01440	CDS	780	frc_4	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
PGLLGMOK_01441	CDS	201				hypothetical protein
PGLLGMOK_01442	CDS	165				hypothetical protein
PGLLGMOK_01443	CDS	633				hypothetical protein
PGLLGMOK_01444	CDS	1104				hypothetical protein
PGLLGMOK_01445	CDS	555				hypothetical protein
PGLLGMOK_01446	CDS	267				hypothetical protein
PGLLGMOK_01447	CDS	375				hypothetical protein
PGLLGMOK_01448	CDS	258				hypothetical protein
PGLLGMOK_01449	CDS	333				hypothetical protein
PGLLGMOK_01450	CDS	600				hypothetical protein
PGLLGMOK_01451	CDS	534				hypothetical protein
PGLLGMOK_01452	CDS	159				hypothetical protein
PGLLGMOK_01453	CDS	444				hypothetical protein
PGLLGMOK_01454	tRNA	86				tRNA-Leu(taa)
PGLLGMOK_01455	CDS	1005		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PGLLGMOK_01456	CDS	1662				hypothetical protein
PGLLGMOK_01457	CDS	381				hypothetical protein
PGLLGMOK_01458	CDS	450				hypothetical protein
PGLLGMOK_01459	CDS	432				hypothetical protein
PGLLGMOK_01460	CDS	1299		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
PGLLGMOK_01461	CDS	846		3.5.5.1	COG0388	Nitrilase
PGLLGMOK_01462	CDS	948	rpoC_1	2.7.7.6		DNA-directed RNA polymerase subunit beta'
PGLLGMOK_01463	CDS	147				hypothetical protein
PGLLGMOK_01464	CDS	534				hypothetical protein
PGLLGMOK_01465	CDS	180				hypothetical protein
PGLLGMOK_01466	CDS	1776				hypothetical protein
PGLLGMOK_01467	CDS	471				hypothetical protein
PGLLGMOK_01468	CDS	480	gcvH_1			Glycine cleavage system H protein
PGLLGMOK_01469	CDS	1608				hypothetical protein
PGLLGMOK_01470	CDS	678	caiA_5	1.3.8.13		Crotonobetainyl-CoA reductase
PGLLGMOK_01471	CDS	1125				hypothetical protein
PGLLGMOK_01472	CDS	273	rhaD_5	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_01473	CDS	1200				hypothetical protein
PGLLGMOK_01474	CDS	474	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
PGLLGMOK_01475	CDS	303				hypothetical protein
PGLLGMOK_01476	CDS	795	cyoE_1	2.5.1.141		Protoheme IX farnesyltransferase
PGLLGMOK_01477	CDS	492				hypothetical protein
PGLLGMOK_01478	CDS	171				hypothetical protein
PGLLGMOK_01479	CDS	1020	mreB_2			Cell shape-determining protein MreB
PGLLGMOK_01480	CDS	405				hypothetical protein
PGLLGMOK_01481	CDS	267				hypothetical protein
PGLLGMOK_01482	CDS	381				hypothetical protein
PGLLGMOK_01483	CDS	2847	secA_1			Protein translocase subunit SecA
PGLLGMOK_01484	CDS	243				hypothetical protein
PGLLGMOK_01485	CDS	888	fgd_2	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
PGLLGMOK_01486	CDS	1233				hypothetical protein
PGLLGMOK_01487	CDS	366	rpoA2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit A''
PGLLGMOK_01488	CDS	288			COG1911	50S ribosomal protein L30e
PGLLGMOK_01489	CDS	273				hypothetical protein
PGLLGMOK_01490	CDS	177				hypothetical protein
PGLLGMOK_01491	CDS	1374				hypothetical protein
PGLLGMOK_01492	CDS	789	pgi	5.3.1.9		Glucose-6-phosphate isomerase
PGLLGMOK_01493	CDS	447				hypothetical protein
PGLLGMOK_01494	CDS	339				hypothetical protein
PGLLGMOK_01495	CDS	1011	kae1_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PGLLGMOK_01496	CDS	402				hypothetical protein
PGLLGMOK_01497	CDS	408				hypothetical protein
PGLLGMOK_01498	CDS	1047				hypothetical protein
PGLLGMOK_01499	CDS	414				hypothetical protein
PGLLGMOK_01500	CDS	678				hypothetical protein
PGLLGMOK_01501	CDS	348	rpoZ_1	2.7.7.6		DNA-directed RNA polymerase subunit omega
PGLLGMOK_01502	CDS	570	gmk_1	2.7.4.8		Guanylate kinase
PGLLGMOK_01503	CDS	246				hypothetical protein
PGLLGMOK_01504	CDS	870	bamA_1			Outer membrane protein assembly factor BamA
PGLLGMOK_01505	CDS	342				hypothetical protein
PGLLGMOK_01506	CDS	327				hypothetical protein
PGLLGMOK_01507	CDS	957				hypothetical protein
PGLLGMOK_01508	CDS	1743	allB	3.5.2.5		Allantoinase
PGLLGMOK_01509	CDS	375				hypothetical protein
PGLLGMOK_01510	CDS	204				hypothetical protein
PGLLGMOK_01511	CDS	720				hypothetical protein
PGLLGMOK_01512	CDS	810	filI	2.7.13.3	COG3322	Methanogenesis regulatory histidine kinase FilI
PGLLGMOK_01513	tRNA	73				tRNA-Glu(ttc)
PGLLGMOK_01514	CDS	552				hypothetical protein
PGLLGMOK_01515	CDS	804				hypothetical protein
PGLLGMOK_01516	CDS	390				hypothetical protein
PGLLGMOK_01517	CDS	225				hypothetical protein
PGLLGMOK_01518	CDS	549				hypothetical protein
PGLLGMOK_01519	CDS	504				hypothetical protein
PGLLGMOK_01520	CDS	843				hypothetical protein
PGLLGMOK_01521	CDS	1302			COG0004	Putative ammonium transporter
PGLLGMOK_01522	CDS	543	surA_1	5.2.1.8		Chaperone SurA
PGLLGMOK_01523	CDS	1266			COG0004	Putative ammonium transporter
PGLLGMOK_01524	CDS	339			COG0347	putative nitrogen regulatory PII-like protein
PGLLGMOK_01525	CDS	303				hypothetical protein
PGLLGMOK_01526	CDS	462	lexA_2	3.4.21.88		LexA repressor
PGLLGMOK_01527	CDS	186	rpoA1_1	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit A'
PGLLGMOK_01528	CDS	453				hypothetical protein
PGLLGMOK_01529	CDS	525				hypothetical protein
PGLLGMOK_01530	CDS	840		1.2.1.22	COG1012	Lactaldehyde dehydrogenase
PGLLGMOK_01531	CDS	975				hypothetical protein
PGLLGMOK_01532	CDS	240				hypothetical protein
PGLLGMOK_01533	CDS	249				hypothetical protein
PGLLGMOK_01534	CDS	222				hypothetical protein
PGLLGMOK_01535	CDS	1041	bchB_2	1.3.7.7		Light-independent protochlorophyllide reductase subunit B
PGLLGMOK_01536	CDS	1149	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
PGLLGMOK_01537	CDS	204				hypothetical protein
PGLLGMOK_01538	CDS	405				hypothetical protein
PGLLGMOK_01539	CDS	135				hypothetical protein
PGLLGMOK_01540	CDS	237				hypothetical protein
PGLLGMOK_01541	CDS	207				hypothetical protein
PGLLGMOK_01542	CDS	405				hypothetical protein
PGLLGMOK_01543	CDS	267				hypothetical protein
PGLLGMOK_01544	CDS	288				hypothetical protein
PGLLGMOK_01545	CDS	600				hypothetical protein
PGLLGMOK_01546	CDS	300				hypothetical protein
PGLLGMOK_01547	CDS	819				hypothetical protein
PGLLGMOK_01548	CDS	951				hypothetical protein
PGLLGMOK_01549	CDS	471	atpF_3			ATP synthase subunit b
PGLLGMOK_01550	CDS	237	atpH_4			ATP synthase subunit c
PGLLGMOK_01551	CDS	600	atpB_5			ATP synthase subunit a
PGLLGMOK_01552	CDS	1047	mreB_3			Cell shape-determining protein MreB
PGLLGMOK_01553	CDS	678				hypothetical protein
PGLLGMOK_01554	CDS	342				hypothetical protein
PGLLGMOK_01555	CDS	630				hypothetical protein
PGLLGMOK_01556	CDS	243				hypothetical protein
PGLLGMOK_01557	CDS	825				hypothetical protein
PGLLGMOK_01558	CDS	249				hypothetical protein
PGLLGMOK_01559	CDS	204				hypothetical protein
PGLLGMOK_01560	CDS	993	mrdB_1	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
PGLLGMOK_01561	CDS	876				hypothetical protein
PGLLGMOK_01562	CDS	378				hypothetical protein
PGLLGMOK_01563	CDS	438				hypothetical protein
PGLLGMOK_01564	CDS	930	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PGLLGMOK_01565	CDS	774				hypothetical protein
PGLLGMOK_01566	CDS	1065				hypothetical protein
PGLLGMOK_01567	CDS	315				hypothetical protein
PGLLGMOK_01568	CDS	120				hypothetical protein
PGLLGMOK_01569	CDS	288	groS_2			10 kDa chaperonin
PGLLGMOK_01570	CDS	510				hypothetical protein
PGLLGMOK_01571	CDS	276	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
PGLLGMOK_01572	CDS	996	pdxS_2	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
PGLLGMOK_01573	CDS	597	pyrG_1	6.3.4.2	COG0504	CTP synthase
PGLLGMOK_01574	CDS	294				hypothetical protein
PGLLGMOK_01575	CDS	438				hypothetical protein
PGLLGMOK_01576	CDS	723				hypothetical protein
PGLLGMOK_01577	CDS	249				hypothetical protein
PGLLGMOK_01578	CDS	747				hypothetical protein
PGLLGMOK_01579	CDS	555				hypothetical protein
PGLLGMOK_01580	CDS	1005				hypothetical protein
PGLLGMOK_01581	CDS	2280				hypothetical protein
PGLLGMOK_01582	CDS	489				hypothetical protein
PGLLGMOK_01583	CDS	867	thyA_1	2.1.1.45		Thymidylate synthase
PGLLGMOK_01584	CDS	729				hypothetical protein
PGLLGMOK_01585	CDS	186				hypothetical protein
PGLLGMOK_01586	CDS	1308	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
PGLLGMOK_01587	CDS	819				hypothetical protein
PGLLGMOK_01588	CDS	273				hypothetical protein
PGLLGMOK_01589	CDS	891				hypothetical protein
PGLLGMOK_01590	CDS	2412				hypothetical protein
PGLLGMOK_01591	CDS	1431	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
PGLLGMOK_01592	CDS	828				hypothetical protein
PGLLGMOK_01593	tRNA	85				tRNA-Leu(tag)
PGLLGMOK_01594	tRNA	76				tRNA-Lys(ctt)
PGLLGMOK_01595	tRNA	76				tRNA-His(gtg)
PGLLGMOK_01596	tRNA	77				tRNA-Arg(tct)
PGLLGMOK_01597	tRNA	77				tRNA-Pro(tgg)
PGLLGMOK_01598	CDS	264				hypothetical protein
PGLLGMOK_01599	CDS	144				hypothetical protein
PGLLGMOK_01600	CDS	243				hypothetical protein
PGLLGMOK_01601	CDS	231				hypothetical protein
PGLLGMOK_01602	CDS	1401				hypothetical protein
PGLLGMOK_01603	CDS	954				hypothetical protein
PGLLGMOK_01604	CDS	483				hypothetical protein
PGLLGMOK_01605	CDS	135				hypothetical protein
PGLLGMOK_01606	CDS	951	pyrB_1	2.1.3.2	COG0540	Aspartate carbamoyltransferase
PGLLGMOK_01607	CDS	1089				hypothetical protein
PGLLGMOK_01608	CDS	450				hypothetical protein
PGLLGMOK_01609	CDS	186				hypothetical protein
PGLLGMOK_01610	CDS	711				hypothetical protein
PGLLGMOK_01611	CDS	1638				hypothetical protein
PGLLGMOK_01612	CDS	117				hypothetical protein
PGLLGMOK_01613	CDS	204				hypothetical protein
PGLLGMOK_01614	CDS	357	arsC_1	1.20.4.4		Arsenate reductase
PGLLGMOK_01615	CDS	231				hypothetical protein
PGLLGMOK_01616	CDS	489				hypothetical protein
PGLLGMOK_01617	CDS	1356	hdrD	1.8.98.1		Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D
PGLLGMOK_01618	CDS	393				hypothetical protein
PGLLGMOK_01619	CDS	711				hypothetical protein
PGLLGMOK_01620	CDS	192				hypothetical protein
PGLLGMOK_01621	CDS	999		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
PGLLGMOK_01622	CDS	576	rsmG_3	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
PGLLGMOK_01623	CDS	771	nifH_1	1.18.6.1		Nitrogenase iron protein
PGLLGMOK_01624	CDS	879	noc_2			Nucleoid occlusion protein
PGLLGMOK_01625	CDS	366				hypothetical protein
PGLLGMOK_01626	CDS	915	atpB_6			ATP synthase subunit a
PGLLGMOK_01627	CDS	246	atpH_5			ATP synthase subunit c
PGLLGMOK_01628	CDS	471	atpF_4			ATP synthase subunit b
PGLLGMOK_01629	CDS	423	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PGLLGMOK_01630	CDS	285				hypothetical protein
PGLLGMOK_01631	CDS	528	secB_1			Protein-export protein SecB
PGLLGMOK_01632	CDS	303				hypothetical protein
PGLLGMOK_01633	CDS	798				hypothetical protein
PGLLGMOK_01634	tRNA	74				tRNA-Ala(tgc)
PGLLGMOK_01635	tRNA	77				tRNA-Ile(gat)
PGLLGMOK_01636	rRNA	1549				16S ribosomal RNA
PGLLGMOK_01637	CDS	837				hypothetical protein
PGLLGMOK_01638	CDS	1431	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PGLLGMOK_01639	CDS	456				hypothetical protein
PGLLGMOK_01640	CDS	168				hypothetical protein
PGLLGMOK_01641	CDS	279				hypothetical protein
PGLLGMOK_01642	CDS	612				hypothetical protein
PGLLGMOK_01643	CDS	462				hypothetical protein
PGLLGMOK_01644	CDS	387	eif5a_1		COG0231	Translation initiation factor 5A
PGLLGMOK_01645	CDS	948				hypothetical protein
PGLLGMOK_01646	CDS	933	surE1_1	3.1.3.5	COG0496	5'-nucleotidase SurE1
PGLLGMOK_01647	CDS	297	trmY_1	2.1.1.257		tRNA (pseudouridine(54)-N(1))-methyltransferase
PGLLGMOK_01648	CDS	1497	glnD	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
PGLLGMOK_01649	CDS	1452	pckA_1	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
PGLLGMOK_01650	CDS	675				hypothetical protein
PGLLGMOK_01651	CDS	954				hypothetical protein
PGLLGMOK_01652	CDS	102				hypothetical protein
PGLLGMOK_01653	CDS	387				hypothetical protein
PGLLGMOK_01654	CDS	285				hypothetical protein
PGLLGMOK_01655	CDS	243				hypothetical protein
PGLLGMOK_01656	CDS	348				hypothetical protein
PGLLGMOK_01657	CDS	603				hypothetical protein
PGLLGMOK_01658	CDS	1044	adh_3	1.1.1.1	COG1064	NAD-dependent alcohol dehydrogenase
PGLLGMOK_01659	CDS	306				hypothetical protein
PGLLGMOK_01660	CDS	279				hypothetical protein
PGLLGMOK_01661	CDS	918		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
PGLLGMOK_01662	CDS	474				hypothetical protein
PGLLGMOK_01663	CDS	369				hypothetical protein
PGLLGMOK_01664	CDS	234				hypothetical protein
PGLLGMOK_01665	CDS	1134	resA_1			Thiol-disulfide oxidoreductase ResA
PGLLGMOK_01666	CDS	225				hypothetical protein
PGLLGMOK_01667	CDS	1059	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PGLLGMOK_01668	CDS	1392				hypothetical protein
PGLLGMOK_01669	CDS	1884	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PGLLGMOK_01670	CDS	810	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PGLLGMOK_01671	CDS	426	ablA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
PGLLGMOK_01672	CDS	429				hypothetical protein
PGLLGMOK_01673	CDS	498				hypothetical protein
PGLLGMOK_01674	CDS	1224	lysJ_2	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
PGLLGMOK_01675	CDS	1053	thrB_1	2.7.1.39		Homoserine kinase
PGLLGMOK_01676	CDS	846				hypothetical protein
PGLLGMOK_01677	CDS	1029				hypothetical protein
PGLLGMOK_01678	CDS	453				hypothetical protein
PGLLGMOK_01679	CDS	189				hypothetical protein
PGLLGMOK_01680	CDS	663				hypothetical protein
PGLLGMOK_01681	CDS	1344				hypothetical protein
PGLLGMOK_01682	CDS	2286	napA	1.9.6.1		Periplasmic nitrate reductase
PGLLGMOK_01683	CDS	798	fdhD_3			Sulfur carrier protein FdhD
PGLLGMOK_01684	CDS	621				hypothetical protein
PGLLGMOK_01685	CDS	492				hypothetical protein
PGLLGMOK_01686	CDS	780				hypothetical protein
PGLLGMOK_01687	CDS	765				hypothetical protein
PGLLGMOK_01688	CDS	762	atpB_7			ATP synthase subunit a
PGLLGMOK_01689	CDS	237	atpH_6			ATP synthase subunit c
PGLLGMOK_01690	CDS	159				hypothetical protein
PGLLGMOK_01691	CDS	687	nanR_2			HTH-type transcriptional repressor NanR
PGLLGMOK_01692	CDS	720				hypothetical protein
PGLLGMOK_01693	CDS	924	mrdB_2	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
PGLLGMOK_01694	CDS	237				hypothetical protein
PGLLGMOK_01695	CDS	339				hypothetical protein
PGLLGMOK_01696	CDS	918				hypothetical protein
PGLLGMOK_01697	CDS	1266	pepA_1	3.4.11.10		cytosol aminopeptidase
PGLLGMOK_01698	rRNA	112				5S ribosomal RNA
PGLLGMOK_01699	CDS	1788	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PGLLGMOK_01700	CDS	828	trm5b	2.1.1.228	COG2520	tRNA (guanine(37)-N1)-methyltransferase Trm5b
PGLLGMOK_01701	CDS	231				hypothetical protein
PGLLGMOK_01702	CDS	498	ard1	2.3.1.255	COG0456	N-alpha-acetyltransferase
PGLLGMOK_01703	CDS	1107				hypothetical protein
PGLLGMOK_01704	CDS	1101				hypothetical protein
PGLLGMOK_01705	CDS	606	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PGLLGMOK_01706	tRNA	74				tRNA-Met(cat)
PGLLGMOK_01707	CDS	633				hypothetical protein
PGLLGMOK_01708	tRNA	79				tRNA-Glu(ttc)
PGLLGMOK_01709	CDS	852				hypothetical protein
PGLLGMOK_01710	CDS	1485	fpoN_2	1.12.98.3	COG1007	F(420)H(2) dehydrogenase subunit N
PGLLGMOK_01711	CDS	2073	fpoL_1	1.12.98.3	COG1009	F(420)H(2) dehydrogenase subunit L
PGLLGMOK_01712	CDS	732	fpoM_2	1.12.98.3	COG1008	F(420)H(2) dehydrogenase subunit M
PGLLGMOK_01713	CDS	636				hypothetical protein
PGLLGMOK_01714	CDS	813				hypothetical protein
PGLLGMOK_01715	CDS	1398		1.2.1.22	COG1012	Lactaldehyde dehydrogenase
PGLLGMOK_01716	CDS	318				hypothetical protein
PGLLGMOK_01717	CDS	372				hypothetical protein
PGLLGMOK_01718	CDS	636				hypothetical protein
PGLLGMOK_01719	CDS	1134				hypothetical protein
PGLLGMOK_01720	CDS	519				hypothetical protein
PGLLGMOK_01721	CDS	1296	leuC_2	4.2.1.33	COG0065	Isopropylmalate/citramalate isomerase large subunit
PGLLGMOK_01722	CDS	255	purF_4	2.4.2.14		Amidophosphoribosyltransferase
PGLLGMOK_01723	CDS	1548				hypothetical protein
PGLLGMOK_01724	CDS	159				hypothetical protein
PGLLGMOK_01725	CDS	2040	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
PGLLGMOK_01726	CDS	378				hypothetical protein
PGLLGMOK_01727	CDS	432	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
PGLLGMOK_01728	CDS	999	noc_3			Nucleoid occlusion protein
PGLLGMOK_01729	CDS	267				hypothetical protein
PGLLGMOK_01730	CDS	303				hypothetical protein
PGLLGMOK_01731	CDS	447				hypothetical protein
PGLLGMOK_01732	CDS	606				hypothetical protein
PGLLGMOK_01733	CDS	579				hypothetical protein
PGLLGMOK_01734	CDS	1164				hypothetical protein
PGLLGMOK_01735	CDS	570	nadD_3	2.7.7.18		nicotinate-nucleotide adenylyltransferase
PGLLGMOK_01736	CDS	501				hypothetical protein
PGLLGMOK_01737	CDS	300				hypothetical protein
PGLLGMOK_01738	CDS	339				hypothetical protein
PGLLGMOK_01739	CDS	777		3.3.1.-	COG0499	S-inosyl-L-homocysteine hydrolase
PGLLGMOK_01740	CDS	1365	mfd_3	3.6.4.-		Transcription-repair-coupling factor
PGLLGMOK_01741	CDS	408	noc_4			Nucleoid occlusion protein
PGLLGMOK_01742	CDS	1341				hypothetical protein
PGLLGMOK_01743	CDS	1287				hypothetical protein
PGLLGMOK_01744	CDS	363	dksA_2			RNA polymerase-binding transcription factor DksA
PGLLGMOK_01745	CDS	870	gluQ_1	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
PGLLGMOK_01746	CDS	762	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PGLLGMOK_01747	CDS	951	idsA	2.5.1.-	COG0142	Short chain isoprenyl diphosphate synthase
PGLLGMOK_01748	CDS	216				hypothetical protein
PGLLGMOK_01749	CDS	1368				hypothetical protein
PGLLGMOK_01750	CDS	201	serS_1	6.1.1.11	COG0172	Serine--tRNA ligase
PGLLGMOK_01751	CDS	525				hypothetical protein
PGLLGMOK_01752	CDS	900	mfd_4	3.6.4.-		Transcription-repair-coupling factor
PGLLGMOK_01753	CDS	1086	aroC_1	4.2.3.5		Chorismate synthase
PGLLGMOK_01754	CDS	333	gcvT_4	2.1.2.10	COG0404	putative aminomethyltransferase
PGLLGMOK_01755	CDS	729	flpA	2.1.1.-	COG1889	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
PGLLGMOK_01756	CDS	1008				hypothetical protein
PGLLGMOK_01757	CDS	351	tfs_2			Transcription factor S
PGLLGMOK_01758	CDS	252	pcn_3		COG0592	DNA polymerase sliding clamp
PGLLGMOK_01759	CDS	981	mdh_3	1.1.1.37		Malate dehydrogenase
PGLLGMOK_01760	CDS	576				hypothetical protein
PGLLGMOK_01761	CDS	888				hypothetical protein
PGLLGMOK_01762	CDS	762	ftsI_1	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PGLLGMOK_01763	CDS	822	purF_5	2.4.2.14		Amidophosphoribosyltransferase
PGLLGMOK_01764	CDS	675				hypothetical protein
PGLLGMOK_01765	CDS	1323	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
PGLLGMOK_01766	CDS	1314	glnA_3	6.3.1.2	COG0174	Glutamine synthetase
